naip_path,lc_path,nlcd_path
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207556_sw_18_1_20110722.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42075/m_4207556_sw_18_1_20130726_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207556_sw_18_1_20110722_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42077/m_4207744_nw_18_1_20110603.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42077/m_4207744_nw_18_1_20130620_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42077/m_4207744_nw_18_1_20110603_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207625_nw_18_1_20110603.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207625_nw_18_1_20130718_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207625_nw_18_1_20110603_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207549_ne_18_1_20110512.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42075/m_4207549_ne_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207549_ne_18_1_20110512_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207460_ne_18_1_20111006.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207460_ne_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207460_ne_18_1_20111006_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207640_ne_18_1_20110702.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207640_ne_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207640_ne_18_1_20110702_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207409_nw_18_1_20110512.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207409_nw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207409_nw_18_1_20110512_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/43075/m_4307545_se_18_1_20110716.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/43075/m_4307545_se_18_1_20130619_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/43075/m_4307545_se_18_1_20110716_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/43077/m_4307764_sw_18_1_20110615.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/43077/m_4307764_sw_18_1_20130531_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/43077/m_4307764_sw_18_1_20110615_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/43076/m_4307661_sw_18_1_20110511.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/43076/m_4307661_sw_18_1_20130621_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/43076/m_4307661_sw_18_1_20110511_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207541_se_18_1_20110512.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42075/m_4207541_se_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207541_se_18_1_20110512_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207459_nw_18_1_20110722.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207459_nw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207459_nw_18_1_20110722_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207534_nw_18_1_20110512.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42075/m_4207534_nw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207534_nw_18_1_20110512_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207420_ne_18_1_20111005.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207420_ne_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207420_ne_18_1_20111005_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/43076/m_4307653_ne_18_1_20110511.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/43076/m_4307653_ne_18_1_20130614_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/43076/m_4307653_ne_18_1_20110511_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42078/m_4207847_sw_17_1_20110630.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42078/m_4207847_sw_17_1_20130621_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42078/m_4207847_sw_17_1_20110630_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207419_sw_18_1_20110722.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207419_sw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207419_sw_18_1_20110722_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42077/m_4207740_se_18_1_20110603.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42077/m_4207740_se_18_1_20130718_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42077/m_4207740_se_18_1_20110603_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207402_sw_18_1_20110722.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42074/m_4207402_sw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42074/m_4207402_sw_18_1_20110722_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207536_sw_18_1_20110702.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42075/m_4207536_sw_18_1_20130527_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42075/m_4207536_sw_18_1_20110702_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207625_se_18_1_20110615.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207625_se_18_1_20130718_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207625_se_18_1_20110615_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/43075/m_4307561_se_18_1_20110716.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/43075/m_4307561_se_18_1_20130619_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/43075/m_4307561_se_18_1_20110716_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207619_ne_18_1_20110702.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207619_ne_18_1_20130719_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207619_ne_18_1_20110702_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207622_nw_18_1_20110511.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207622_nw_18_1_20130604_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207622_nw_18_1_20110511_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207623_ne_18_1_20110511.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42076/m_4207623_ne_18_1_20130604_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42076/m_4207623_ne_18_1_20110511_nlcd.tif
/mnt/blobfuse/esri-naip/data/v1/2011/states/ny/ny_1m_2011/42078/m_4207847_ne_17_1_20110615.mrf,/mnt/blobfuse/resampled-lc/data/v1/2013/states/ny/ny_1m_2013/42078/m_4207847_ne_17_1_20130621_lc.tif,/mnt/blobfuse/resampled-nlcd/data/v1/2011/states/ny/ny_1m_2011/42078/m_4207847_ne_17_1_20110615_nlcd.tif
